main_category,title,description
Grocery,"Thai Kitchen Thai Basil and Chili Noodles and Sauce Take Out Boxes, 5.9-Ounce Containers (Pack of 6)",[]
Grocery,"La Preferida Organic Al Pastor Taco Seasoning, 1 OZ (Pack - 6)",[]
Grocery,"Planters Peanuts, Unsalted, Dry Roasted, 16 oz",['Planters Unsalted Dry Roasted Peanuts']
Grocery,"POP ROCKS Popping Candy, Grape, 0.33 oz, 24 Count","[""Pebble like candies crackling in your mouth turns into Grape Bubble gum you'll enjoy this new version of the classic treat.""]"
Grocery,"Le French Pantry Collection, 4 Count, 0.8 Ounce","['Here they are together - the four first artisan sea salts and gourmet spice blends we created to take the magic of France back home to America! Each of the wonderful seasonings is delicious in their own right, but when collected together, each works independently to shine, while pulling together to give you all the tools you need to create authentic French restaurant-quality meals at home. Bon Appétit!']"
Grocery,"Alder Creek Gifts Upgraded A Cut Above Gift Basket, 3 Pound",['Dazzle your guests this holiday season with the upgraded a cut above gift.']
Grocery,Straight from France Loose Lemon Verbena Leaves from France Perfect for Relaxing Infusions Herb Teas and Tisanes (3 Ounce (pack of 1)),"['These dried lemon verbena leaves by Straight from France are of the variety Lippia citriodora, a tropical perennial shrub belonging to the Verbenaceae family. Similar to Luiza in Morocco and Hierba Luisa in Spain, it is not to be confused with Aloysia Citradora verbena, or beebrush, which is grown in the USA. Brought to Europe from South America by the Spanish and the Portuguese in the 17th century, Lippia citriodora verbena was initially cultivated for its oil.', 'Caffeine free, this verbena or ""verveine"" in French is ideal in infusions, teas and alcohols and has great calming properties for the nervous system. It is also known to help digestion and be an endocrine / thyroid tonic. Its mild yet pronounced taste makes a soothing and uplifting herb tea or tisane that is the perfect before-bedtime drink. For a stronger taste you can add fresh lemon, lavender or lemon balm.', '3 to 4 leaves per cup in a tea infuser or steeper are commonly used to prepare an infusion. Break the leaves just enough to get into the teaball and enjoy!', 'Lemon verbena can also be utilized to garnish fruit cups and salads, and can be added as an ingredient in jellies and puddings. Used alone or in combination with other herbs, verbena leaves’ unique fragrance is also wonderful in colognes and sachets.', 'These verbena leaves are imported straight from France.']"
Grocery,Karaj/Smoked Pork Loin,['Smoked boneless pork loin with no fat. Ready to eat.']
Grocery,"Baroni Cocoa & Hazelnut Wafer, 32 Ounce",['Barony Premium Italian Wafers Cocoa & Hazelnut']
Grocery,Carnivorous Northern Purple Pitcher Plant (Sarracenia Purpurea Purpurea) 4 inch Pot,[]
Grocery,"Big Roll Crispy Grilled Seaweed Variety Pack (Spicy, Classic, Tom Yum, BBQ, Squid) - 5 Boxes","['You will receive one box of each Tao Kae Noi Spicy, Classic, Tom Yum, BBQ and Squid. A total of 5 boxes.']"
Grocery,Millions Cola 500g,[]
Grocery,"Le Sueur Small Sweet Peas, 8.5 oz","[""These very young small sweet peas are carefully harvested at the perfect time-when they're at their sweetest and most delicate-so you can serve only the best. Whether they're the only veggies your family asks for by name or you simply want to use the tastiest ingredients, these little peas are like no others.""]"
Grocery,"Wheat Thins, Reduced Fat, Family Size, 14.5-Ounce Boxes (Pack of 6)","['Wheat Thins, Reduced Fat is made with whole grain wheat flour and wheat germ. No trans fats; 6% RDA of iron per serving. Baked whole grain wheat crackers with a big crunch and 30% less fat than original Wheat Thins.']"
Grocery,Hershey's Reese's Crunchy Cookie Peanut butter/Chocolate Candy 1.4 oz.,"[""Reese's Stuffed With Crunchy Cookie 1.4oz 24 Count During HOT TEMPERATURE MONTHS please choose EXPEDITE SHIPPING, we will put the necessary ice packs to keep the items cool while it is in transit. We are not responsible if the item is melted or damaged during hot temperature months when not choosing EXPEDITE SHIPPING.""]"
Grocery,"Castle Foods | SEA SALT FINE, 40 oz Premium Restaurant Quality",[]
Grocery,Ribena 1500ml - 6 Pack,"[""Ribena Blackcurrant Concentrate. A rich source of vitamin C. Ribena Blackcurrant Concentrate. Britain's blackcurrants have one thing in common ? they all want to be Ribena blackcurrant concentrate when they grow up. 95% of all Britain's blackcurrant make it into Ribena blackcurrant concentrate.""]"
Toys & Games,"DecoSet® SHARK CREATIONS Cake Topper for Birthdays and Parties, DecoPac Cake Decorating 2-Pc Decorations Set","['Let your imagination run wild with this DecoSet Shark Creations cake topper! Easy to customize for any occasion and any size cake. 2-Piece Set. Shark Creations Decorations from DecoPac, a Leader in Cake Decorating - This is just one of the many cake toppers and quality products in the DecoSet® range. Professional cake decorators worldwide rely on DecoSet® for all their cake decorating needs']"
Grocery,"Wild Garden Falafel Mix, Variety Pack, 100% All-Natural Traditional Mix, Made from Ancient Grains, Packed in Freshness Locked Resealable Bags, Easy to Make, Bake or Fry, 8oz (Pack of 3)",[]
Grocery,"Victorian Inn Instant Cappuccino, Reduced Sugar French Vanilla, 1.4 Pound (Pack of 2)",[]
Grocery,Del Monte Stewed Tomatoes Onion Celery & Green Peppers 14.5 oz (Pack of 24),['Del Monte Stewed Tomatoes Onion Celery & Green Peppers 14.5 oz (Pack of 24)']
Grocery,Summer Harvest Gourmet Snack Mix,"['A fantastic combination of Roasted and Salted Almonds, Sesame Sticks, Mini Pretzel Twists and Seasoned Rice Triangles']"
Grocery,"CAILLER L’art Du Brut Silky Blond Chocolate With Almonds and Hazelnuts, 13.8 Ounce",[]
Grocery,"Dominex Battered Eggplant Fry, 5 Pound -- 2 per case.",[]
,Biona Organic - Tart Cherry Pure Juice - 1L,"['Our organic cherry juice is made from carefully selected organic fruits, harvest fresh pressed with a rich, tart flavour. Cherries have been known for centuries for their health Country of Origin: Turkey properties.']"
Grocery,"Sable & Rosenfeld Tipsy Tapas Baby Squash, 8.8 Ounce",['Baby Squash hand-stuffed with imported Austrian cream cheese and then hand-packed in a premium herb-splashed vegetable oil.']
Grocery,"Ricante Hot Sauce 3-Flavor Assortment, OG Mango Caliente, Pina Dulce, Chipotle Bueno, Keto and Gluten Friendly, 5-Ounce Bottles",[]
Grocery,"GoodCarb Lizis Original Granola, 12.3 Ounce Bags (Pack of 6)","['HIGH QUALITY FIDELITY SOUND WITH STATE OF THE ART ACOUSTICS – are you tired of your regular Bluetooth earphones and are looking for a better, sneakier, replacement? With the StealthBeats Bluetooth earbuds, you get a reliable pair of on-the-go headphones with state of the art acoustic components that produce incredible sound quality with a deep bass and crystal clear treble. Make your running, jogging, and outdoor sessions more fun with our brand new Bluetooth headphones.', 'SWEATPROOF EARBUDS THAT ARE A COMFORTABLE AND SECURE FIT – do you want to order an elegant pair of Bluetooth headphones that are both elegant and stay in place? With the thoughtful, cushioned earbuds, these headphones stay in place whether you’re on your regular exercising run, or doing the heavy lifting at the gym. Get the StealthBeats earbuds that fit comfortably so you get fatigue-free ears however how long you use them!', 'LONGER BATTERY LIFE FOR YOUR ADDED VALUE, & CONVENIENCE – do you want to shake the inconvenience of low-life batteries that render your regular headphones unusable every once in a while? With new, improved lithium polymer batteries, you get more time for your charge. This accessory is designed to meet your on-the-go music and audio needs, while at the same time providing maximum value for your money.', 'COMPATIBLE WITH YOUR BLUETOOTH DEVICE, AND COMES WITH HOLDING CASE FOR EASIER STORAGE – how about going with an elegant new pair of Bluetooth earbuds that are compatible with all Bluetooth devices within a 25 feet range? Our Bluetooth headphones are equipped with noise suppression tech so you can easily respond to calls and listen to music. What’s more? You get a bonus holding case so that you can conveniently store these headphones while not in use.']"
Grocery,"Misty's Steakhouse All Purpose Seasoning, 24 ounces","[""A unique blend of natural seasonings, specially made for meats. Created by one of the finest steakhouses in the Midwest. Savor the great taste that made Misty's famous! Gluten Free. 24 oz bottle.""]"
Grocery,Segafredo Casa Whole Beans Coffee 2 Packs 17.6oz/500g Each,[]
Grocery,"Rishi Tea Masala Chai Herbal Tea | Immune Support, USDA Certified Organic, Fair Trade Black Tea Blend, Highly Caffeinated, Naturally Spiced | 15 Sachet Bags, 1.85 oz (Pack of 1)","['Rishi Tea Masala Chai Herbal Tea | Immune Support, USDA Certified Organic, Fair Trade Black Tea Blend, Highly Caffeinated, Naturally Spiced | 15 Sachet Bags, 1.85 oz (Pack of 1)']"
Grocery,"Johnny's Organic Ranch Dressing and Dip, 48 Ounce","['Johnny’s Salad Dressing are second to none. Our dressings are great on salads, wraps, with vegetables, chicken and chips. Gluten-free.']"
Grocery,Five Red Jerusalem Artichoke Tubers (Organic) - Hardy Red Fuseau Variety - (Sunroot 'chokes or Sunchoke) by Yumheart Gardens,[]
Grocery,"Gillian's Food Italian Bread Crumbs, 12 oz","['Great for fish, poultry, beef, pork and veal.']"
Grocery,"Fruidles Dried Cilantro, Cilantro Flakes Herb Seasoning, Kosher Certified, 4 Oz","['CILANTRO LEAF: Cilantro Leaf comes from the coriander plant, which then becomes cilantro when grown.']"
Grocery,Organic Kampot Pepper - Rare Cambodian Peppercorns Black 16 Ounce,"['Grown in the remote hillside jungles in the Kingdom of Cambodia, along the Gulf of Thailand, these Rare Peppercorns are tended by hand on mountain slopes and manually picked from March to July. Each batch is traceable to the grower. The European Union has designated Kampot Pepper as a Geographic Indication, with protected status to ensure authenticity, purity, traceability and sustainable organic farming methods. Our Kampot Pepper is Certified Organic. This is extremely rare pepper, with a yearly production of less than 30 Metric tons. The flavor is explosive, strong, but with a delicate finish. Each color pepper has a different and distinctive flavor profile.']"
Grocery,"VAHDAM, Cardamom Chai Tea (15 Pyramid Tea Bags) 100% Natural Crushed Cardamom Blended with Garden Fresh Black Tea | India's Original Cardamom Tea Blend",[]
Grocery,Deli Direct Wisconsin Cheese Spreads - 15oz (Port Wine),"['Deli Direct’s Classic Port Wine Cheese spread combines delicate and fruity port wine flavors and blends effortlessly with our creamy Wisconsin Cheddar. This rich golden spread can add sophistication to even the most basic of crackers and snacks. Our delicious Port Wine Cheese Spread is one of our best-selling spreads! Try our Port Wine Cheese Spread at your next event and you’ll be the life of the party! Enjoy the hearty, rich flavor of Deli Direct cheese spreads on crackers, served as a dip or even melted to top on anything you please! As an added bonus all of our cheese spreads will last well over a year even after opening. “Savor the Flavor”']"
Grocery,Chocolate Orange Shortbread - 3 Packages of 8 Cookies,['Chocolate and orange work beautifully together. This shortbread showcases that magic. Chocolate shortbread filled with lots of chocolate chips and candied orange peel.']
Grocery,Orbit White Bubblemint Sugarfree Gum 120 Piece Plus 180 Piece Refill Pack,[]
Grocery,Vidal Gummy Candy Corn 2.2 POUNDS - In a Resealable Container -Holiday FALL Gummi Candy,"['Vidal Gummi Candy Corn - 2.2 pound, direct from the manufacturer -Vidal Gummy Candy Corn 2.2 POUNDS - In a Resealable Container -Holiday FALL Gummi Candy']"
Grocery,"Whole Foods Market Basil Pesto, 6.5 OZ",[]
Amazon Home,"Halodete Later Traitor Banner, Job Change / Moving / Farewell / Going Away Party Decorations, Last Day Office Party Supplies - Gold Glitter",[]
Grocery,"Sparkly Rhinestones Number 30 Cake Topper, Birthday Wedding Anniversary Silver Number 30","[""Silver Number 30 Cake Topper. Heirloom quality Number Thirty Cake Topper made with Silver color metal casting and covered with Shimmering Bling Crystal Rhinestones. Each Silver 30 Cake Topper features exquisite design, superior quality and extra bling. Silver Cake Topper Number 30 makes perfect decoration for stunning 30th Birthday or 30th Anniversary Cake. Plus it's a perfect memento souvenir and a beautiful reminder of this special day. Each Sparkly Bling Number 30 Cake Topper is hand made. To give this topper an Extra Sparkle, we encrust the Number 30 casting with diamond shape rhinestones. Number Thirty Cake topper can be used as stand alone cake decoration or paired with other letters and numbers for creative Thirtieth Birthday or Thirtieth Anniversary Cake, Desert or Flower Arrangement. Matching Silver Letters A through Z and Silver Numbers 0 1 2 3 4 5 6 7 8 and 9 Cake Toppers are available.""]"
